"ligtin_bag_pnd_identificatie","aantal_woonfunctie","aantal_niet_woonfunctie","min_verdiepingtoegang"
"0363100012159680","1","0","0"
"0363100012159682","5","0","0"
"0363100012159683","3","0","0"
"0363100012159684","7","0","0"
"0363100012159685","4","0","1"
"0363100012159686","4","0","0"
"0363100012159688","7","0","0"
"0363100012159689","3","1","1"
"0363100012159690","3","1","1"
"0363100012159691","1","0","0"
"0363100012159692","1","0","0"
"0363100012159693","3","0","0"
"0363100012159694","4","0","0"
"0363100012159695","5","0","0"
"0363100012159696","2","0","0"
"0363100012159697","1","0","0"
"0363100012159698","3","1","1"
"0363100012159699","4","0","0"
"0363100012159700","2","0","0"
"0363100012159702","0","1","0"
"0363100012159703","4","0","0"
"0363100012159704","4","0","0"
"0363100012159705","3","1","0"
"0363100012159706","3","0","0"
"0363100012159707","4","0","0"
"0363100012159708","4","0","0"
"0363100012159709","3","0","-1"
"0363100012159710","2","0",NULL
"0363100012159711","6","1","1"
"0363100012159712","1","1","1"
"0363100012159713","6","1","1"
"0363100012159714","4","0","0"
"0363100012159715","3","0","0"
"0363100012159716","3","1","0"
"0363100012159717","2","0",NULL
"0363100012159719","3","0","0"
"0363100012159720","3","1","1"
"0363100012159721","5","0","0"
"0363100012159722","3","0","0"
"0363100012159723","3","1","1"
"0363100012159724","1","0","0"
"0363100012159725","4","0","0"
"0363100012159726","4","0","2"
"0363100012159727","1","0","0"
"0363100012159728","2","0","0"
"0363100012159729","1","0","0"
"0363100012159730","2","0","0"
"0363100012159731","3","0","0"
"0363100012159732","1","0","0"
"0363100012159733","0","1","0"
"0363100012159734","5","0","0"
"0363100012159735","1","0","0"
"0363100012159736","1","0","0"
"0363100012159737","2","0","0"
"0363100012159738","3","0","0"
"0363100012159739","3","1","1"
"0363100012159740","4","1","0"
"0363100012159741","32","1","0"
"0363100012159742","1","0","0"
"0363100012159743","1","0","0"
"0363100012159744","4","0","0"
"0363100012159745","2","0","0"
"0363100012159746","4","0","1"
"0363100012159746|0363100012160786|0363100012222580","0","1","0"
"0363100012159747","1","0","0"
"0363100012159748","5","0","0"
"0363100012159749","1","0","1"
"0363100012159750","1","0","0"
"0363100012159751","1","0","0"
"0363100012159752","4","0","0"
"0363100012159753","2","1","0"
"0363100012159754","5","0","0"
"0363100012159755","3","0","1"
"0363100012159755|0363100012159870|0363100012235939","0","1","0"
"0363100012159756","2","0","0"
"0363100012159757","4","0","0"
"0363100012159758","3","0","0"
"0363100012159760","3","0","0"
"0363100012159761","3","1","1"
"0363100012159762","6","1","0"
"0363100012159763","1","0","0"
"0363100012159764","8","0","0"
"0363100012159765","1","0","0"
"0363100012159766","4","0","0"
"0363100012159767","5","0","0"
"0363100012159768","1","0","0"
"0363100012159769","2","1","0"
"0363100012159770","4","1","0"
"0363100012159771","0","4","0"
"0363100012159772","4","0","0"
"0363100012159773","4","0","2"
"0363100012159774","1","0","0"
"0363100012159775","1","0","0"
"0363100012159776","3","1","0"
"0363100012159777","4","0","0"
"0363100012159778","2","1","0"
"0363100012159779","0","1",NULL
"0363100012159780","1","0","0"
"0363100012159781","4","0","0"
"0363100012159782","3","0","0"
"0363100012159783","4","0","0"
"0363100012159784","4","1","0"
"0363100012159785","1","0","0"
"0363100012159786","3","1","0"
"0363100012159787","4","1","0"
"0363100012159788","4","0","0"
"0363100012159789","1","0","0"
"0363100012159790","1","0","0"
"0363100012159791","15","0","0"
"0363100012159792","1","0","0"
"0363100012159793","4","0","0"
"0363100012159794","4","0","0"
"0363100012159795","4","1","0"
"0363100012159796","2","0","0"
"0363100012159797","2","0","0"
"0363100012159798","3","1","1"
"0363100012159799","1","0",NULL
"0363100012159800","3","0","0"
"0363100012159801","3","0","1"
"0363100012159802","4","0","0"
"0363100012159803","0","1",NULL
"0363100012159804","1","0","0"
"0363100012159805","3","0","0"
"0363100012159806","3","1","0"
"0363100012159807","3","0","0"
"0363100012159808","3","0","0"
"0363100012159809","3","0","0"
"0363100012159810","1","0","0"
"0363100012159811","4","0","0"
"0363100012159812","1","0","0"
"0363100012159813","2","0","2"
"0363100012159814|0363100012166475","1","0","0"
"0363100012159815","3","0","1"
"0363100012159816","4","1","0"
"0363100012159817","5","0","0"
"0363100012159818","1","0","0"
"0363100012159819","6","1","0"
"0363100012159820","3","1","0"
"0363100012159821","3","1","0"
"0363100012159823","5","0","0"
"0363100012159824","1","0","0"
"0363100012159825","3","0","0"
"0363100012159826","3","1","1"
"0363100012159827","5","0","0"
"0363100012159828","2","0",NULL
"0363100012159829","2","1","0"
"0363100012159830","1","0","0"
"0363100012159831","6","0","0"
"0363100012159832","4","0","0"
"0363100012159833","4","0","0"
"0363100012159834","3","1","0"
"0363100012159835","3","0","0"
"0363100012159836","4","1","1"
"0363100012159837","4","0","0"
"0363100012159838","2","0","0"
"0363100012159839","1","0","0"
"0363100012159840","4","0","0"
"0363100012159841","0","1",NULL
"0363100012159842","1","1","0"
"0363100012159843","4","0","0"
"0363100012159844","1","0","0"
"0363100012159845","3","1","0"
"0363100012159846","4","1","0"
"0363100012159847","1","0","0"
"0363100012159849","1","0","0"
"0363100012159850","3","0","0"
"0363100012159851","3","0","1"
"0363100012159852","1","0","0"
"0363100012159853","2","1","0"
"0363100012159854","2","0","0"
"0363100012159855","4","1","0"
"0363100012159856","2","0","0"
"0363100012159857","3","1","1"
"0363100012159858","1","0","0"
"0363100012159859","2","0",NULL
"0363100012159860","0","1",NULL
"0363100012159861","3","1","0"
"0363100012159862","3","0","0"
"0363100012159863","3","0","0"
"0363100012159864","3","0","0"
"0363100012159865","5","0","1"
"0363100012159866","3","1","1"
"0363100012159867","1","0","0"
"0363100012159868","3","1","0"
"0363100012159869","4","0","0"
"0363100012159870","2","0","2"
"0363100012159871","6","0","1"
"0363100012159871|0363100012163136","1","0","0"
"0363100012159872","4","0","0"
"0363100012159873","4","0","0"
"0363100012159874","6","1","0"
"0363100012159876","6","0","0"
"0363100012159876|0363100012165320","1","0","0"
"0363100012159877","4","1","0"
"0363100012159878","2","0","0"
"0363100012159879","1","0","0"
"0363100012159880","3","0","0"
"0363100012159881","4","0","0"
"0363100012159882","2","0","0"
"0363100012159883","4","0","0"
"0363100012159884","4","0","0"
"0363100012159885","2","0","0"
"0363100012159886","3","0","0"
"0363100012159887","4","0","0"
"0363100012159888","1","0","0"
"0363100012159889","2","0","0"
"0363100012159890","1","0","0"
"0363100012159891","4","0","0"
"0363100012159892","4","0","0"
"0363100012159893","1","1",NULL
"0363100012159894","5","0","0"
"0363100012159895","4","0","0"
"0363100012159896","3","1","0"
"0363100012159897","0","1","0"
"0363100012159898","1","0","0"
"0363100012159899","2","0",NULL
"0363100012159900","3","0","0"
"0363100012159901","3","0","0"
"0363100012159902","2","0","0"
"0363100012159903","2","0","0"
"0363100012159904","2","0",NULL
"0363100012159905","2","1","0"
"0363100012159906","2","0","0"
"0363100012159907","3","1","0"
"0363100012159908","5","0","0"
"0363100012159909","2","0","0"
"0363100012159910","5","0","-1"
"0363100012159911","1","0","0"
"0363100012159912","4","0","2"
"0363100012159913","4","0","1"
"0363100012159915","1","0","0"
"0363100012159916","3","1","1"
"0363100012159917","3","0","0"
"0363100012159918","3","1","2"
"0363100012159919","2","0","0"
"0363100012159920","3","1","0"
"0363100012159921","2","0","0"
"0363100012159922","1","1","0"
"0363100012159923","2","0","0"
"0363100012159924","0","1",NULL
"0363100012159925","2","0","0"
"0363100012159926","3","1","1"
"0363100012159927","22","3","0"
"0363100012159928","4","0","0"
"0363100012159929","1","0","0"
"0363100012159930","1","0","0"
"0363100012159931","2","0","0"
"0363100012159932","12","1","0"
"0363100012159933","4","0","0"
"0363100012159934","5","0","0"
"0363100012159935","4","0","1"
"0363100012159936","3","0","0"
"0363100012159937","3","1","1"
"0363100012159938","2","0",NULL
"0363100012159939","1","0","0"
"0363100012159940","2","0","0"
"0363100012159941","6","0","0"
"0363100012159942","4","0","0"
"0363100012159943","2","0","0"
"0363100012159944","2","0","0"
"0363100012159945","0","1","0"
"0363100012159946","1","1","1"
"0363100012159947","1","0","0"
"0363100012159948","2","0","0"
"0363100012159949","2","0","0"
"0363100012159950","1","0","0"
"0363100012159951","4","0","0"
"0363100012159952","2","0","0"
"0363100012159953","1","0","0"
"0363100012159954","4","0","0"
"0363100012159955","1","0","0"
"0363100012159956","3","0","0"
"0363100012159957","1","0","0"
"0363100012159958","3","0","0"
"0363100012159959","1","0","0"
"0363100012159960","4","0","0"
"0363100012159961","2","0","1"
"0363100012159962","4","0","0"
"0363100012159963","1","0","0"
"0363100012159964","3","1","0"
"0363100012159965","2","1","0"
"0363100012159966","4","0","0"
"0363100012159967","4","0","0"
"0363100012159968","3","0","0"
"0363100012159969","3","0","0"
"0363100012159970","4","1","1"
"0363100012159971","8","1","0"
"0363100012159972","4","0","0"
"0363100012159973","1","0","0"
"0363100012159974","2","0","0"
"0363100012159975","5","0","0"
"0363100012159976","4","0","0"
"0363100012159977","4","0","0"
"0363100012159978","1","0","0"
"0363100012159979","4","0","0"
"0363100012159980","8","1","1"
"0363100012159981","4","0","0"
"0363100012159982","4","0","0"
"0363100012159983","6","1","0"
"0363100012159984","2","0","0"
"0363100012159985","1","0","0"
"0363100012159986","1","0","0"
"0363100012159987","4","0","0"
"0363100012159988","2","0","0"
"0363100012159989","1","1",NULL
"0363100012159990","3","1","1"
"0363100012159991","1","0","0"
"0363100012159992","3","1","1"
"0363100012159993","1","0","0"
"0363100012159994","2","0","2"
"0363100012159995","1","0",NULL
"0363100012159996","2","0","0"
"0363100012159997","3","0","0"
"0363100012159998","4","0","1"
"0363100012159999","4","0","0"
"0363100012160000","4","0","0"
"0363100012160001","4","1","0"
"0363100012160002","1","0","0"
"0363100012160005","3","0","0"
"0363100012160006","5","0","0"
"0363100012160008","4","0","0"
"0363100012160009","3","0","1"
"0363100012160010","0","8",NULL
"0363100012160011","4","1","0"
"0363100012160012","4","0","0"
"0363100012160013","5","0","0"
"0363100012160014","1","0","0"
"0363100012160015","1","0","0"
"0363100012160016","5","0","0"
"0363100012160017","4","0","0"
"0363100012160018","3","1","1"
"0363100012160019","0","1","0"
"0363100012160020","1","0","0"
"0363100012160021","5","0","0"
"0363100012160022","1","0","0"
"0363100012160023","2","0",NULL
"0363100012160024","3","1","1"
"0363100012160025","0","1",NULL
"0363100012160026","3","0","0"
"0363100012160027","1","0","0"
"0363100012160028","4","0","0"
"0363100012160029","1","0","0"
"0363100012160030","3","2","0"
"0363100012160031","3","0","1"
"0363100012160032","1","1","1"
"0363100012160033","2","0",NULL
"0363100012160034","1","0","0"
"0363100012160035","2","0","0"
"0363100012160036","2","1","0"
"0363100012160037","4","0","0"
"0363100012160038","2","0","0"
"0363100012160039","2","0","0"
"0363100012160040","1","0","0"
"0363100012160041","6","1","1"
"0363100012160042","3","1",NULL
"0363100012160043","3","1","1"
"0363100012160044","2","0","0"
"0363100012160045","4","0","0"
"0363100012160046","2","0","0"
"0363100012160047","4","0","0"
"0363100012160048","2","0","0"
"0363100012160049","9","0","0"
"0363100012160050","3","1","1"
"0363100012160051","2","1","0"
"0363100012160052","4","0","0"
"0363100012160053","3","1","1"
"0363100012160054","4","1","1"
"0363100012160055","4","1","0"
"0363100012160056","1","0","0"
"0363100012160057","5","0","0"
"0363100012160058","3","0","0"
"0363100012160059","1","0","0"
"0363100012160060","3","0","0"
"0363100012160061","4","0","0"
"0363100012160062","0","1","0"
"0363100012160063","3","0","1"
"0363100012160064","3","0","0"
"0363100012160065","8","0","0"
"0363100012160066","0","1","0"
"0363100012160067","4","0","0"
"0363100012160068","2","0","0"
"0363100012160069","3","0","2"
"0363100012160070","1","0","0"
"0363100012160071","1","0","0"
"0363100012160072","3","1","0"
"0363100012160073","6","1","1"
"0363100012160074","6","1","1"
"0363100012160075","1","0","0"
"0363100012160076","3","0","1"
"0363100012160077","3","0","0"
"0363100012160078","4","0","0"
"0363100012160079","3","0","1"
"0363100012160080","0","2",NULL
"0363100012160081","2","0","0"
"0363100012160082","1","0","0"
"0363100012160083","3","0","1"
"0363100012160083|0363100012164097","1","0","0"
"0363100012160084","3","0","0"
"0363100012160085","5","0","0"
"0363100012160086","2","1","0"
"0363100012160087","2","1","1"
"0363100012160088","2","0","0"
"0363100012160089","4","1","0"
"0363100012160090","2","0","0"
"0363100012160091","1","0","0"
"0363100012160092","4","0","0"
"0363100012160094","11","1","1"
"0363100012160095","3","0","0"
"0363100012160096","1","0","0"
"0363100012160097","4","0","0"
"0363100012160098","3","1","1"
"0363100012160099","1","0","0"
"0363100012160100","0","1",NULL
"0363100012160101","1","0","0"
"0363100012160102","2","0","0"
"0363100012160103","1","0","0"
"0363100012160104","1","0","0"
"0363100012160105","3","0","0"
"0363100012160106","5","0","0"
"0363100012160107","0","1","0"
"0363100012160108","2","0","0"
"0363100012160109","4","0","0"
"0363100012160110","3","0","0"
"0363100012160111","5","0","0"
"0363100012160113","2","0","0"
"0363100012160114","1","0","0"
"0363100012160115","3","0","0"
"0363100012160116","1","0","0"
"0363100012160117","1","0","0"
"0363100012160118","1","0","0"
"0363100012160119","2","0","1"
"0363100012160120","4","0","0"
"0363100012160121","2","0","0"
"0363100012160122","3","1","1"
"0363100012160123","1","0","0"
"0363100012160124","2","0","0"
"0363100012160125","2","0","0"
"0363100012160126","3","0","1"
"0363100012160126|0363100012163081","0","1","0"
"0363100012160127","0","1","0"
"0363100012160128","1","0","0"
"0363100012160129","4","0",NULL
"0363100012160130","1","0","0"
"0363100012160131","4","0","0"
"0363100012160132","3","0","0"
"0363100012160133","1","0","0"
"0363100012160134","1","0","0"
"0363100012160135","1","0","0"
"0363100012160136","2","0",NULL
"0363100012160137","9","0","0"
"0363100012160138","1","0","0"
"0363100012160139","4","0","0"
"0363100012160140","3","1","1"
"0363100012160141","4","0","0"
"0363100012160142","8","0","0"
"0363100012160143","0","2","0"
"0363100012160144","2","0","1"
"0363100012160145","0","1","0"
"0363100012160146","0","1","0"
"0363100012160147","2","0","0"
"0363100012160148","2","1","1"
"0363100012160149","1","0","0"
"0363100012160150","1","0","0"
"0363100012160151","4","0","0"
"0363100012160152","1","0","0"
"0363100012160153","1","0","0"
"0363100012160154","4","0","0"
"0363100012160155","2","0","0"
"0363100012160156","1","0","0"
"0363100012160157","4","0","0"
"0363100012160158","7","0","1"
"0363100012160159","1","0","0"
"0363100012160160","1","0","0"
"0363100012160161","4","0","0"
"0363100012160162","4","0","0"
"0363100012160163","2","0","0"
"0363100012160164","5","0","1"
"0363100012160165","5","0","0"
"0363100012160166","3","0","0"
"0363100012160167","4","0","0"
"0363100012160168","6","0","1"
"0363100012160169","3","0","0"
"0363100012160170","3","1","0"
"0363100012160172","3","0","2"
"0363100012160173","3","1","0"
"0363100012160174","1","0","0"
"0363100012160175","4","0","0"
"0363100012160176","1","0","0"
"0363100012160177","4","0","0"
"0363100012160178","4","0","0"
"0363100012160179","1","0","0"
"0363100012160180","4","0","0"
"0363100012160181","4","0","0"
"0363100012160182","3","0","1"
"0363100012160183","4","0","1"
"0363100012160184","5","0","0"
"0363100012160185","1","0","0"
"0363100012160186","1","0","0"
"0363100012160187","1","0","0"
"0363100012160188","0","1","0"
"0363100012160189","1","0","0"
"0363100012160190","3","0","0"
"0363100012160191","4","0","0"
"0363100012160192","3","0","2"
"0363100012160193","2","0","0"
"0363100012160194","1","0","0"
"0363100012160195","4","0","0"
"0363100012160196","4","0","0"
"0363100012160197","6","2","1"
"0363100012160198","4","0","0"
"0363100012160199","3","1","0"
"0363100012160200","2","0","0"
"0363100012160201","1","0","0"
"0363100012160202","2","0","0"
"0363100012160203","0","1","0"
"0363100012160204","4","0","0"
"0363100012160206","1","0","0"
"0363100012160207","1","0","0"
